la_name,UTLA18CD,region,inspection_type,year,judgement,exp_all_total,exp_cla_total,exp_sg_total,exp_ehfs_total,exp_all_perchild,exp_sg_perchild,exp_ehfs_perchild,exp_cla_percla,cla_exp_aspercent,sg_exp_aspercent,ehfs_exp_aspercent,imd_2015,income_dep_2019,imd_2019,imd_quintile,imd_decile,good_or_outstanding
Enfield,E09000010,London,slac,2011,Good,608.4965240265534,168.19444062291853,118.89589107803198,321.39580931179825,844.4303691736794,164.99568564811543,446.0113923283351,56064.81354097284,27.640986263970657,19.539288456616333,52.81801894036345,26.994,1.7100000000000002,25.781,4,7,1
Enfield,E09000010,London,sif,2015,Good,601.1764992942146,215.70711179339045,128.8739673443833,256.59542015644087,733.1420723100179,157.1633748102235,312.9212440932206,59918.64216483068,35.88082901554404,21.436960276338514,42.68221070811744,26.994,1.7100000000000002,25.781,4,7,1
Essex,E10000012,East of England,slac,2011,Inadequate,2579.161395124033,866.2652247429294,616.2734013663007,1096.6227690148025,862.8266409487597,206.16666712374573,366.8616248544101,54653.957397030244,33.58708867078364,23.894332573811802,42.51857875540455,17.163,1.03,17.016,2,3,0
Essex,E10000012,East of England,sif,2014,Good,1993.6009485921409,750.0896832817383,495.7473771209252,747.7638881894775,668.9936069101144,166.35818024192122,250.9274792582139,66087.19676491087,37.62486588960762,24.86693124173203,37.508202868660355,17.163,1.03,17.016,2,3,1
Essex,E10000012,East of England,ilacs,2019,Outstanding,1706.1120300000002,712.00905,405.61765,588.48533,548.2858451274537,130.35159011736275,189.1189856413816,67553.04079696395,41.73284271373433,23.77438543704542,34.49277184922023,17.163,1.03,17.016,2,3,1
Gateshead,E08000020,"North East, Yorkshire and The Humber",slac,2011,Requires improvement to be good,398.68696407425307,139.46464142521398,66.2747771156299,192.94754553340917,1039.872102436758,172.8606601868281,503.2539007131173,38209.49080142849,34.980988593155885,16.6232616282098,48.395749778634304,25.932,1.6700000000000002,28.217,4,8,0
Gateshead,E08000020,"North East, Yorkshire and The Humber",cpi,2014,Good,384.70104447927366,169.67921159699574,69.9918960577254,145.0299368245525,954.5931624795871,173.6771614335618,359.8757737581948,47796.96101323824,44.106771747051354,18.193840921972416,37.69938733097622,25.932,1.6700000000000002,28.217,4,8,1
Gateshead,E08000020,"North East, Yorkshire and The Humber",sif,2016,Good,365.2121275677842,171.49623901282456,80.76946438704138,112.95680718172298,915.3186154581058,202.42973530586812,283.09976737273934,49998.90350228121,46.95798032637744,22.115767328140105,30.929095354523227,25.932,1.6700000000000002,28.217,4,8,1
Gloucestershire,E10000013,South West,slac,2011,Inadequate,856.1106372418976,213.84855232234273,209.09313199977362,433.17933593358606,690.6903083839431,168.69151432010779,349.47909312915374,44551.7817338214,24.979078990455168,24.423611026888047,50.59852279480431,15.014,0.9199999999999999,14.932,1,2,0
Gloucestershire,E10000013,South West,sif,2018,Inadequate,850.4441718693106,408.28523391548,216.51977123761895,225.6391667162116,669.6199898186754,170.4826393165719,177.66303952333124,62238.60273101829,48.008469858527285,25.459610213060753,26.531919928411952,15.014,0.9199999999999999,14.932,1,2,0
Greenwich,E09000011,London,slac,2011,Requires improvement to be good,1011.7831632163046,400.2963312139871,224.11735297522662,387.3694790270908,1873.325612324208,414.95529156679623,717.218068926293,67276.6943216785,39.563450526445415,22.1507296348747,38.28581983867988,25.544,1.59,24.464,3,6,0
Greenwich,E09000011,London,cpi,2013,Good,810.7680159566156,365.6274481199736,194.26618828661063,250.8743795500313,1309.8029336940479,313.8387532901626,405.2897892569165,63587.38228173454,45.096432138923745,23.960761211997028,30.94280664907922,25.544,1.59,24.464,3,6,1
Greenwich,E09000011,London,sif,2017,Good,748.1169106588385,347.8828775276798,156.50316707878576,243.7412490661777,1109.9657428172677,232.2005446272786,361.63390069165825,70137.67692090319,46.50113806695165,20.91961361239105,32.58063620718371,25.544,1.59,24.464,3,6,1
Hackney,E09000012,London,slac,2013,Good,862.1639342900588,216.68311509103566,221.15819404087688,424.32262515814625,1504.6490999826506,385.9654346263122,740.5281416372535,67713.47346594864,25.132472662459655,25.65152463991522,49.21600269762512,35.28,1.96,32.526,5,9,1
Hackney,E09000012,London,sif,2017,Good,813.0107469384385,227.7721738344937,242.0488178160057,343.2001383017439,1302.9018380423695,387.89874650000917,550.00022163741,61394.11693652122,28.01588720594621,29.771908763505404,42.21348113713571,35.28,1.96,32.526,5,9,1
Halton,E06000006,North West,slac,2011,Good,309.71491878147026,73.74016404123509,63.02489379474754,172.96024395929234,1134.4868819834076,230.8604168305771,633.5540071768951,58992.131232988075,23.80904488920178,20.34932448288578,55.844983070166606,31.943,1.85,32.325,5,9,1
Halton,E06000006,North West,sif,2015,Requires improvement to be good,327.854043898344,134.94803042015383,83.68709126617217,109.20853919821329,1162.6029925473192,296.76273498642615,387.2643233979195,58673.05670441471,41.16100836078034,25.525715733468456,33.3101089435014,31.943,1.85,32.325,5,9,0
Hammersmith and Fulham,E09000013,London,slac,2012,Good,427.1156558716202,158.35134353602876,109.8211370126927,158.94317532289875,1310.1707235325775,336.87465341316783,487.5557525242293,70378.37490490168,37.0745818747569,25.71227148969273,37.21314663555037,24.362,1.42,22.27,3,5,1
Hammersmith and Fulham,E09000013,London,sif,2016,Good,436.1281118541311,185.01492298659085,102.93719886015273,148.18637302119222,1275.2283972343014,300.985961579394,433.29348836605914,93441.88029625801,42.42215027140273,23.602514046281307,33.97771640796115,24.362,1.42,22.27,3,5,1
Hampshire,E10000014,South East,slac,2012,Good,1509.056843366526,533.6765265496258,265.25485366959066,710.1254631473095,538.5641839280964,94.66625755517154,253.4352116871197,48296.51823978514,35.36490549680402,17.577525646935783,47.05756885626019,11.917,0.75,12.693,1,2,1
Hampshire,E10000014,South East,sif,2015,Good,1457.494796812207,731.462556516042,235.1856456910752,490.8465946050898,517.7601409634838,83.54729864691836,174.3682396465683,54586.75794895836,50.18628938613552,16.136294016655626,33.67741659720886,11.917,0.75,12.693,1,2,1
Haringey,E09000014,London,slac,2011,Requires improvement to be good,1032.9022132951375,450.4982029598857,225.38408065940442,357.0199296758475,2103.6704955094447,459.03071417393977,727.1281663459216,73852.16441965339,43.61479694410937,21.820466425412146,34.56473663047849,31.043,1.7000000000000002,27.956,4,8,0
Haringey,E09000014,London,sif,2015,Requires improvement to be good,740.2985012638723,300.50518553666944,246.66925895911322,193.11367375428495,1237.9573599730304,412.4903995971793,322.93256480649654,66778.93011925988,40.59243467650319,33.320242920658075,26.085919858623548,31.043,1.7000000000000002,27.956,4,8,0
Haringey,E09000014,London,ilacs,2019,Requires improvement to be good,579.83357,328.55298,140.50994,110.77065,960.0211430842081,232.640054306434,183.40118878108547,76585.77622377622,56.66332496064344,24.232805285834004,19.103869753522552,31.043,1.7000000000000002,27.956,4,8,0
Harrow,E09000015,London,slac,2013,Requires improvement to be good,396.8907026860337,160.80173479394648,116.76737324806109,119.32159464402615,716.4092106246096,210.77143185570594,215.3819397906609,94589.25576114499,40.51536952256377,29.42053629823414,30.064094179202094,14.302,1.09,15.031,1,2,0
Harrow,E09000015,London,sif,2017,Good,401.93684739513543,154.5511604834954,145.93325902556452,101.45242788607548,701.4604666581771,254.68282552454542,177.05484796871812,75024.83518616282,38.45160290356746,36.30750949342564,25.240887603006897,14.302,1.09,15.031,1,2,1
Hartlepool,E06000001,"North East, Yorkshire and The Humber",slac,2011,Good,264.8914481864249,78.00758271498158,38.31332093947585,148.5809275457722,1294.0471332995842,187.16815309954006,725.8472278738261,47277.32285756459,29.448886798369394,14.463781749764818,56.091251175917215,33.178,2.2800000000000002,35.037,5,10,1
Hartlepool,E06000001,"North East, Yorkshire and The Humber",sif,2014,Good,236.9403750240756,81.1536358978166,51.582812581928465,104.20392654433053,1172.9721535845326,255.36045832637853,515.8610224966858,40576.8179489083,34.25065731814198,21.770376862401402,43.97896581945662,33.178,2.2800000000000002,35.037,5,10,1
Hartlepool,E06000001,"North East, Yorkshire and The Humber",ilacs,2019,Good,268.8632356,118.19451839999999,77.0967525,73.5719647,1343.9130040987702,385.36815205438364,367.74949865040486,41617.788169014086,43.96083314858389,28.675081711320445,27.36408514009566,33.178,2.2800000000000002,35.037,5,10,1
Havering,E09000016,London,slac,2012,Requires improvement to be good,332.6302302485226,109.74845591605956,88.46327761635075,134.41849671611232,652.2161377422012,173.4574070908838,263.56567983551435,59323.489684356515,32.99413160194781,26.5950805343988,40.4107878636534,17.876,1.08,16.789,2,3,0
Havering,E09000016,London,cpi,2014,Requires improvement to be good,375.5536093173012,139.71383375652766,105.93788984972144,129.90188571105213,723.6100372202336,204.11924826535923,250.29265069566887,68153.08963733056,37.202101188830525,28.208460049764998,34.58943876140448,17.876,1.08,16.789,2,3,0
Havering,E09000016,London,sif,2017,Requires improvement to be good,382.95669816007796,170.91479023975936,146.34857957775395,65.6933283425647,688.7710398562552,263.2168697441618,118.15346824202284,69196.27135212929,44.630317490442756,38.215438006669736,17.15424450288751,17.876,1.08,16.789,2,3,0
Havering,E09000016,London,ilacs,2019,Good,430.22113,190.28121,159.70715,80.23277,747.6775342799048,277.55365739212044,139.43582836586086,77036.92712550607,44.22869932027746,37.12210741485431,18.649193264868234,17.876,1.08,16.789,2,3,1
Herefordshire,E06000019,West Midlands,slac,2011,Requires improvement to be good,527.9762519708257,98.49326895172572,69.26508509139387,360.2282809415109,1501.6389418965464,196.99967318371407,1024.5400481840468,50509.36869319268,18.65486725663717,13.11897738446411,68.22812192723697,19.737,0.98,18.89,2,4,0
Herefordshire,E06000019,West Midlands,cpi,2013,Inadequate,230.26409714763037,87.0408047251019,73.32484348904566,69.89844893348277,641.4041703276612,204.24747489984864,194.7032003718183,40484.09522097763,37.8004238625603,31.84380213734951,30.35577400009018,19.737,0.98,18.89,2,4,0
Herefordshire,E06000019,West Midlands,sif,2015,Requires improvement to be good,306.0393318945937,138.36404196191197,109.5615616675743,58.124111278912146,850.1092552627604,304.3376712988175,161.45586466364486,51245.9414673748,45.21119592875317,35.79983036471586,18.99236641221374,19.737,0.98,18.89,2,4,0
Herefordshire,E06000019,West Midlands,ilacs,2019,Requires improvement to be good,262.6690657,156.789222,63.1154438,42.7643999,727.5546788355538,174.8204963576434,118.45109796969781,47083.850450450445,59.69078299424583,24.028502797541265,16.28071420821291,19.737,0.98,18.89,2,4,0
Hertfordshire,E10000015,East of England,slac,2011,Requires improvement to be good,1982.5326558762924,603.2427190413571,290.6932374911939,1088.5966993437416,794.7615377335308,116.5336690684281,436.39875700290304,55090.65927318329,30.427883104640202,14.662721273698546,54.90939562166126,12.192,0.8300000000000001,12.732,1,2,0
Hertfordshire,E10000015,East of England,cpi,2013,Requires improvement to be good,1706.2614245598768,655.8119179347354,343.0028610394539,707.4570285994923,668.3358498080207,134.35286370523067,277.1081193104161,63058.83826295533,38.435605968405426,20.102597181315872,41.4624053744858,12.192,0.8300000000000001,12.732,1,2,0
Hertfordshire,E10000015,East of England,sif,2016,Good,1772.1935622199505,703.1792269119411,426.74186737464976,642.2724679333597,670.5234817328605,161.46116813267113,243.00887927860754,69690.70633418644,39.67846638778547,24.079867824375153,36.24166578783938,12.192,0.8300000000000001,12.732,1,2,1
Hertfordshire,E10000015,East of England,ilacs,2019,Good,1727.5668217,730.6859953000001,446.5021666999999,550.3786597,637.4667706130882,164.75790730798323,203.0880093356211,78568.38659139785,42.29567193128736,25.845724813157883,31.85860325555475,12.192,0.8300000000000001,12.732,1,2,1
Hillingdon,E09000017,London,sif,2014,Requires improvement to be good,520.92618559741,260.61364649887366,92.24269464127465,168.05946144345697,775.1877761866222,137.26591464475396,250.0884842908586,73412.29478841512,50.028901158039496,17.707440553307688,32.261665105339745,18.108,1.1400000000000001,18.223,2,4,0
Hillingdon,E09000017,London,ilacs,2019,Good,536.956569,218.9153682,185.40397810000002,132.6372227,731.7777627867042,252.67315112364912,180.76130490480668,67151.95343558282,40.769660124969995,34.52867304431842,24.701666830711595,18.108,1.1400000000000001,18.223,2,4,1
Hounslow,E09000018,London,sif,2014,Requires improvement to be good,494.17954203641006,223.96160776815557,118.74014587096093,151.4881714110983,822.2621331720633,197.57095818795497,252.0601853762035,71098.92310100177,45.31988654270406,24.027734005672865,30.6544805126589,22.469,1.29,21.487,3,5,0
Hounslow,E09000018,London,ilacs,2019,Good,545.15423,253.40274,138.54909,153.2024,840.0169959012604,213.48745724059293,236.06644272550776,91152.06474820143,46.48276140130106,25.414659260738016,28.102579337960933,22.469,1.29,21.487,3,5,1
Isle of Wight,E06000046,South East,slac,2011,Requires improvement to be good,245.64134059244438,87.76761569143343,46.71317910750728,111.17092880730839,935.4201850435811,177.88720147565607,423.34702516111344,50152.92325224768,35.72998562854003,19.016823061966353,45.25741820948516,23.087,1.3800000000000001,23.294,3,6,0
Isle of Wight,E06000046,South East,cpi,2013,Inadequate,236.20318104393934,90.86175380524477,72.60841553651888,72.7330117021757,908.4737732459205,279.2631366789188,279.7423527006758,50478.75211402487,38.46762495054728,30.7398127390215,30.792562310431226,23.087,1.3800000000000001,23.294,3,6,0
Isle of Wight,E06000046,South East,sif,2015,Requires improvement to be good,247.1157285527169,96.7281566049206,82.11925618165705,68.26831576613922,969.081288442027,322.0362987515963,267.71888535740874,47184.46663654664,39.14285714285714,33.23109243697479,27.62605042016807,23.087,1.3800000000000001,23.294,3,6,0
Isle of Wight,E06000046,South East,ilacs,2019,Good,235.63621,111.44776,83.54039,40.64806,947.5097913064458,335.92179018054605,163.44871124693393,45863.27572016461,47.29653392405183,35.453120723678246,17.250345352269925,23.087,1.3800000000000001,23.294,3,6,1
Islington,E09000019,London,slac,2012,Good,788.0603647656579,241.79962548469203,179.13813717311027,367.1122190940509,2170.9651921918953,493.49349083501454,1011.3284272563386,73272.61378324001,30.68288119738073,22.73152478952292,46.584276472680806,32.534,1.79,27.535,4,8,1
Islington,E09000019,London,sif,2018,Good,773.3657633667356,288.1476376249968,239.67051807335594,245.54760766838282,1867.3115785366417,578.6906463042204,592.881030684718,86014.2201865662,37.25890791578203,30.990577735169595,31.75051434904837,32.534,1.79,27.535,4,8,1
Kensington and Chelsea,E09000020,London,slac,2013,Good,458.34776139626615,114.80498363896598,139.2985132043382,204.24426455296194,1666.7191323500588,506.5400480157753,742.7064165562251,114804.98363896598,25.047571583907207,30.391446176150776,44.56098223994201,23.376,1.1700000000000002,21.526,3,5,1
Kensington and Chelsea,E09000020,London,sif,2016,Outstanding,439.0665047608714,117.16192777264106,159.44155998552606,162.46301700270425,1551.4717482716303,563.3977384647563,574.0742650272235,111582.78835489626,26.684323787452406,36.31376073024806,37.00191548229952,23.376,1.1700000000000002,21.526,3,5,1
Kent,E10000016,South East,slac,2011,Inadequate,2431.078852240888,838.1168743182902,538.5150109826328,1054.4469669399648,776.9259059285059,172.09900961382914,336.980910466257,49446.42326361594,34.475100367301614,22.151277013752456,43.37362261894593,18.805,1.1400000000000001,19.538,2,4,0
Kent,E10000016,South East,cpi,2013,Requires improvement to be good,2514.059898568338,1036.9100566237657,569.4460091069415,907.7038328376309,776.1839760939605,175.8092031821369,280.2419984061843,56661.751728074625,41.24444517866287,22.650455123651565,36.10509969768555,18.805,1.1400000000000001,19.538,2,4,0
Kent,E10000016,South East,sif,2018,Good,2067.9100107399818,1027.9979719321327,557.2767651756149,482.6352736322343,615.2845995834396,165.81176624583145,143.60298540040893,62644.60523657116,49.711929754828816,26.948791885590744,23.33927835958045,18.805,1.1400000000000001,19.538,2,4,1
Kingston upon Hull,E06000010,"North East, Yorkshire and The Humber",slac,2012,Requires improvement to be good,692.2562963893588,276.32314638543926,142.70414173229162,273.2290082716279,1265.5508160682975,260.8850854338055,499.50458550571824,44930.592908201506,39.916306695464364,20.614350851931846,39.46934245260379,41.235,2.27,40.564,5,10,0
Kingston upon Hull,E06000010,"North East, Yorkshire and The Humber",sif,2015,Requires improvement to be good,620.9249915508225,305.6240113424043,122.20807248174276,193.09290772667546,1120.80323384625,220.59218859520354,348.54315474129146,45958.49794622621,49.220761847429856,19.681615999464903,31.09762215310525,41.235,2.27,40.564,5,10,0
Kingston upon Thames,E09000021,London,slac,2013,Inadequate,292.82175532116474,108.24291891437284,51.17787504354376,133.40096136324817,846.3056512172391,147.91293365186056,385.55191145447446,83263.78378028679,36.96546344230906,17.477483866392454,45.557052691298495,11.125,0.78,11.381,1,1,0
Kingston upon Thames,E09000021,London,cpi,2014,Inadequate,309.44496042254707,107.50572493423658,59.51543512874677,142.42380035956376,866.7926062256221,166.70990232141955,398.9462194945763,93483.23907324919,34.74146897963293,19.232963124517667,46.02556789584942,11.125,0.78,11.381,1,1,0
Kingston upon Thames,E09000021,London,sif,2016,Good,219.00891018329654,86.12709951028515,50.43029804960277,82.46189563721335,582.4705058066397,134.12313311064565,219.31355222663123,75550.08728972382,39.32584269662921,23.026596501208928,37.65230171146826,11.125,0.78,11.381,1,1,1
Kirklees,E08000034,"North East, Yorkshire and The Humber",slac,2012,Good,808.1722625054316,289.55110597267293,205.71865251323442,312.9025040195242,834.0271026887839,212.29995099404996,322.9128008457422,45242.36030823014,35.82789454751015,25.454802405056782,38.71730304743306,23.964,1.43,25.151,3,6,1
Kirklees,E08000034,"North East, Yorkshire and The Humber",sif,2017,Inadequate,924.1609097181375,396.6207443271106,247.2714737597879,280.2790746450437,931.6138202803805,249.2655985481733,282.5393897631489,56822.45620732243,42.916849236576894,26.756322536429717,30.32795173413327,23.964,1.43,25.151,3,6,0
Knowsley,E08000011,North West,sif,2015,Inadequate,346.25274436033624,154.28120212457227,59.1208806041668,132.85066163159718,1075.319081864398,183.60521926759873,412.5796945080657,50584.00069658107,44.55739474631162,17.07448722562073,38.368118028067656,41.387,2.51,43.006,5,10,0
Lambeth,E09000022,London,slac,2013,Outstanding,806.9885989316916,358.66044585699575,196.90347379301355,251.42467928168233,1331.6643546727585,324.92322408088046,414.89221003577944,71732.08917139914,44.44430148477909,24.399783844985972,31.155914670234942,28.913,1.53,25.422,3,6,1
Lambeth,E09000022,London,sif,2016,Inadequate,800.8107057178737,397.9186210527026,218.64550470013077,184.2569629788451,1273.1489757040918,347.6081155804941,292.9363481380686,86692.51003326854,49.68947320652949,27.303019694789114,23.00880366149338,28.913,1.53,25.422,3,6,0
Lancashire,E10000017,North West,slac,2012,Good,1745.228875369051,603.2011869861382,223.0167535119246,919.0109348709884,717.6105573063531,91.70096772694268,377.8827857199788,45524.61788574627,34.5628699765,12.778653657375733,52.65847636612428,22.495,1.33,23.443,3,6,1
Lancashire,E10000017,North West,sif,2016,Inadequate,1585.911911549182,734.4528644918059,304.77260421041586,546.6864428469601,645.9926319955935,124.14362696961949,222.68286877676582,44111.28315266102,46.311075611656335,19.217498903372373,34.47142548497129,22.495,1.33,23.443,3,6,0
Leeds,E08000035,"North East, Yorkshire and The Humber",sif,2015,Good,1662.3101271244293,677.5539488418526,457.57941837471566,527.1871429216658,1035.7072443142863,285.096210825368,328.4655096085145,54422.00392304036,40.75977988619542,27.526717843334435,31.714126883990527,26.623,1.43,27.301,4,8,1
Leeds,E08000035,"North East, Yorkshire and The Humber",ilacs,2019,Outstanding,1476.9281799999999,713.79776,385.66224,377.46818,878.2038935401008,229.32061649700313,224.44830415754925,55419.08074534161,48.32988967682911,26.112457276020017,25.55765304715088,26.623,1.43,27.301,4,8,1
Leicester City,E06000016,East Midlands,slac,2012,Requires improvement to be good,737.204363150061,235.40368898097466,177.55991907479037,324.2407550942959,947.5634487789988,228.22611706271255,416.7618960080924,44838.79790113803,31.931944620498303,24.0855762594893,43.982479120012385,33.065,1.96,30.877,5,9,0
Leicester City,E06000016,East Midlands,sif,2015,Inadequate,644.8266893293247,260.83168978877313,145.33104422488984,238.66395531566178,798.0528333283722,179.86515374367553,295.37618232136356,46164.90084757047,40.449890506247584,22.538000772897078,37.01210872085534,33.065,1.96,30.877,5,9,0
Leicestershire,E10000018,East Midlands,slac,2013,Requires improvement to be good,544.5890740584034,240.4809827314906,129.23737282754902,174.87071849936376,406.1066920644321,96.37387981174423,130.4032203574674,55282.98453597484,44.158245948522406,23.73117254528122,32.110581506196375,12.457,0.78,12.33,1,1,0
Leicestershire,E10000018,East Midlands,sif,2017,Requires improvement to be good,701.216837302846,293.9327377982715,149.94110235419262,257.3533801641866,512.2109841510928,109.52600610240513,187.9863989511955,57747.09976390402,41.9175242466869,21.382986599540978,36.700969867476125,12.457,0.78,12.33,1,1,0
Lewisham,E09000023,London,slac,2012,Outstanding,701.6944559378637,319.911038337721,129.16469173091588,252.61872586922698,1103.2931697136223,203.08913794169163,397.19925451136316,63982.20766754419,45.59121646616653,18.407540580932512,36.00124295290097,28.591,1.6400000000000001,26.661,4,7,1
Lewisham,E09000023,London,sif,2016,Requires improvement to be good,720.134688455075,362.63714014420964,129.84997064202847,227.64757766883687,1065.288000673188,192.08575538761608,336.75677169946283,78323.35640263707,50.356849344694844,18.031345069711783,31.611805585593377,28.591,1.6400000000000001,26.661,4,7,0
Lincolnshire,E10000019,East Midlands,slac,2011,Outstanding,998.4825225324378,218.8843140176397,250.42790995642767,529.1806815721752,716.6828327106214,179.75015070085246,379.8310950130457,44670.268166865244,21.921697083138355,25.080850621327926,52.99849217490772,20.609,1.2,20.29,3,5,1
Lincolnshire,E10000019,East Midlands,sif,2015,Good,1052.3080660961891,274.96297157701883,274.7656943147289,502.5690171906367,744.2065531090446,194.31802992555083,355.4236330909736,43644.91612333633,26.129512871365286,26.110765769765866,47.75873466931099,20.609,1.2,20.29,3,5,1
Liverpool,E08000012,North West,slac,2012,Good,999.3962277472544,359.40802285093673,201.88732041928685,438.10088447703095,1125.4462024180793,227.35058605775546,493.35685188854836,38646.023962466315,35.96251545406377,20.200928802219153,43.836555743717085,41.126,2.3499999999999996,42.412,5,10,1
Liverpool,E08000012,North West,sif,2015,Requires improvement to be good,968.0810581121707,452.4605925689808,212.01075887890445,303.6097066642855,1076.842111359478,235.82954269066124,337.71936225170805,45473.426388842294,46.7378830292695,21.900104035951394,31.362012934779116,41.126,2.3499999999999996,42.412,5,10,0
Liverpool,E08000012,North West,ilacs,2019,Requires improvement to be good,1085.64986,629.59423,172.35319,283.70244,1143.9694210870161,181.6117573918358,298.94253018903714,47266.83408408409,57.99238347435517,15.875577969493776,26.13203855615106,41.126,2.3499999999999996,42.412,5,10,0
Luton,E06000032,East of England,slac,2013,Good,448.40083417132905,158.10215120471514,102.99949694298115,187.29918602363276,844.4460153885669,193.9726872749174,352.7291638863141,41065.49381940653,35.25911174917798,22.97040707636734,41.77048117445468,27.577,1.55,25.908,4,7,1
Luton,E06000032,East of England,sif,2016,Requires improvement to be good,484.53372221181036,205.78095059606284,138.5094041551783,140.24336746056917,863.6964745308562,246.89733360994347,249.98817729156715,54439.40491959334,42.469892427034665,28.586122658895125,28.9439849140702,27.577,1.55,25.908,4,7,0
Manchester,E08000003,North West,slac,2011,Requires improvement to be good,1736.4967607592682,721.1210747665249,208.01329856408108,807.3623874286621,1782.1190073473606,213.47834417496006,828.5738787239965,52066.50359325089,41.52734926215589,11.978905072827724,46.49374566501638,40.512,2.19,40.005,5,10,0
Manchester,E08000003,North West,sif,2015,Inadequate,1227.1164865127244,654.7632335404571,317.28413584512276,255.06911712714466,1069.848724073866,276.6208682171951,222.3793523340407,50756.83980933776,53.3578711342387,25.856073105724082,20.786055760037232,40.512,2.19,40.005,5,10,0
The Medway Towns,E06000035,South East,slac,2012,Requires improvement to be good,489.7667611693973,166.07630580675237,123.4851831797253,200.2052721829196,802.8963297858973,202.43472652413982,328.20536423429445,37744.614956080084,33.90926436294255,25.21305914776341,40.87767648929404,22.332,1.34,23.936,3,6,0
The Medway Towns,E06000035,South East,cpi,2013,Inadequate,443.1885612413515,201.5239149361211,75.64025556750178,166.0243907377287,727.7316276541076,124.2040321305448,272.6180471883887,49152.174374663686,45.47137100552901,17.067285165401557,37.46134382906945,22.332,1.34,23.936,3,6,0
The Medway Towns,E06000035,South East,sif,2016,Requires improvement to be good,741.7105911413164,273.2393912854327,152.443408681134,316.017408160945,1173.592707502083,241.2079251283766,500.02754455845735,63544.04448498435,36.839084482396586,20.5529502344789,42.60656540911319,22.332,1.34,23.936,3,6,0
Merton,E09000024,London,slac,2012,Good,325.42441866803586,97.30960537798582,75.38068022238338,152.7341330676666,749.8258494655204,173.68820327738104,351.9219655937018,74853.54259845063,29.90236743028524,23.163805755854757,46.93382681385999,14.93,1,14.649,1,2,1
Merton,E09000024,London,sif,2018,Good,381.49245687867904,152.27973659613764,105.67482886582576,123.53789141671564,811.651540101866,224.83049416157985,262.8353929975653,98244.99135234686,39.91684077899478,27.700371779416894,32.38278744158833,14.93,1,14.649,1,2,1
Middlesbrough,E06000002,"North East, Yorkshire and The Humber",slac,2012,Requires improvement to be good,457.9635898854909,213.29825259069173,80.71754931801769,163.94778797678148,1440.1370751116067,253.8287714403072,515.559081687992,60084.01481427936,46.575373523477005,17.62532024395221,35.79930623257079,40.216,2.51,40.46,5,10,0
Middlesbrough,E06000002,"North East, Yorkshire and The Humber",sif,2016,Requires improvement to be good,413.36854559414974,240.69902602139,68.33061384896764,104.32852270998737,1291.776704981718,213.53316827802388,326.02663346871054,63010.21623596597,58.2286747714257,16.53019190193912,25.23862152114941,40.216,2.51,40.46,5,10,0
Milton Keynes,E06000042,South East,slac,2013,Requires improvement to be good,440.87314916289546,161.2378213737454,111.62778141471678,168.017929388238,695.3835160298036,176.06905585917474,265.01250692151103,57584.93620490907,36.57238407008784,25.319705141188386,38.11026589105296,18.029,1.11,17.98,2,3,0
Milton Keynes,E06000042,South East,sif,2017,Requires improvement to be good,440.23978532080656,218.24056716174604,102.34536707328277,119.66423409958244,656.0950600906208,152.52662753097283,178.33715961189634,55250.77649664456,49.573113207547166,23.247641509433958,27.181603773584907,18.029,1.11,17.98,2,3,0
Newcastle upon Tyne,E08000021,"North East, Yorkshire and The Humber",slac,2012,Good,656.9851984946706,275.0979507564804,117.51495024200209,264.37229749618814,1216.6392564716123,217.62027822592978,489.5783286966447,50017.80922845098,41.872777558277356,17.88700118530225,40.24022125642039,28.264,1.7799999999999998,29.79,4,8,1
Newcastle upon Tyne,E08000021,"North East, Yorkshire and The Humber",sif,2018,Requires improvement to be good,631.1230744773986,316.37605604081244,133.78541112900965,180.9616073075766,1096.7660824367417,232.49237301718622,314.4751969059791,55504.57123523025,50.12905863135928,21.197990778548327,28.672950590092405,28.264,1.7799999999999998,29.79,4,8,0
Newham,E09000025,London,slac,2012,Requires improvement to be good,824.8889147310565,312.14454401177846,143.02601516023844,369.7183555590396,1056.1957935096755,183.13190161362158,473.390980229244,69365.45422483966,37.84079752284571,17.338821337764017,44.82038113939028,32.939,1.6900000000000002,29.577,4,8,0
Newham,E09000025,London,sif,2015,Requires improvement to be good,860.0665655015022,355.58707377079395,217.78371455433768,286.69577717637054,1042.5049278806086,263.98026006586383,347.5100329410552,82694.66831878929,41.344134051235,25.321727792935267,33.33413815582973,32.939,1.6900000000000002,29.577,4,8,0
Newham,E09000025,London,ilacs,2019,Inadequate,822.11003,329.13041,210.31439,282.66523,949.6806288770548,242.94984231866647,326.52769531114626,87071.53703703704,40.03483694269001,25.582267862612014,34.382895194697966,32.939,1.6900000000000002,29.577,4,8,0
Norfolk,E10000020,East of England,slac,2012,Requires improvement to be good,1286.725368765714,724.2982769907742,122.61301002012746,439.8140817548123,779.3612166963742,74.2659055240021,266.3925389187234,71359.43615672652,56.29004405855108,9.52907380210771,34.180882139341215,21.158,1.1600000000000001,21.183,3,5,0
Norfolk,E10000020,East of England,cpi,2013,Inadequate,1306.6399892431975,763.4630050622383,83.3444518106159,459.83253237034336,789.9879015980638,50.389632291787116,278.01241376683396,70691.01898724429,58.42948412320015,6.3785321509170085,35.19198372588284,21.158,1.1600000000000001,21.183,3,5,0
